Date,Data collector,treatment,Plot ID,Column,Row,Species ID,region,Province Info,Mortality Status,Height(cm),Width1 (cm) (widest diameter),Width2 (cm) (perpendicular to W1 measurement),Canopy (avg),Area (m2),biomass_kg/m2,Notes,mort_status,,,southern species,code,Scientific Name,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,K,8,SPAM,south,,A,99,168,174,1.71,2.2965,4.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,K,9,LYCA,south,,A,27,79,72,0.755,0.4477,0.2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,L,1,SAAP,central,,A,58,90,71,0.805,0.5089,0.5313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,L,2,BAPI,central,,A,17,47,42,0.445,0.1555,0.0476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,L,3,AGSH,south,,A,15,20,18,0.19,0.0284,0.0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,L,4,LYCA,south,,A,43,26,22,0.24,0.0452,0.0350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,L,5,SODO,central,,A,90,195,178,1.865,2.7317,4.4254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,L,6,BAPI,central,,A,114,70,46,0.58,0.2642,0.5421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,L,7,PEAR,south,,A,80,120,105,1.125,0.9940,1.4313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,L,8,BOBA,central,,A,16,21,22,0.215,0.0363,0.0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,L,9,EUMI,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,M,1,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,M,2,HEWH,central,,A,17,20,15,0.175,0.0241,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,M,3,ISME,central,,A,87,167,140,1.535,1.8505,2.8979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,M,4,ARCA,central,,A,89,86,42,0.64,0.3217,0.5153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,M,5,STPU,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,M,6,STPU,central,,A,28,39,25,0.32,0.0804,0.0405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,M,7,PEAR,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,M,8,ARCA,central,,A,116,160,166,1.63,2.0867,4.3570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,M,9,BRCA,central,,A,35,33,16,0.245,0.0471,0.0297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,N,1,EMPTY,,,EMPTY,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,N,2,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,N,3,STPU,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,N,4,AMFR,south,,A,114,61,30,0.455,0.1626,0.3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,N,5,ERFA,central,,A,38,95,68,0.815,0.5217,0.3568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,N,6,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,N,7,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,N,8,ATLE,central,,A,120,144,115,1.295,1.3171,2.8449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,N,9,ATLE,central,,A,40,23,15,0.19,0.0284,0.0204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,O,1,EPCA,central,SB,A,58,85,69,0.77,0.4656,0.4861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,O,2,EPCA,central,SD,A,57,99,89,0.94,0.6940,0.7120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,O,3,STPU,central,,A,23,40,12,0.26,0.0531,0.0220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,O,4,ERFA,central,,A,36,87,76,0.815,0.5217,0.3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,O,5,ERFA,central,,A,58,88,86,0.87,0.5945,0.6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,O,6,CAMA,central,,A,39,74,48,0.61,0.2922,0.2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,O,7,ENCA,central,,A,53,140,133,1.365,1.4633,1.3960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,O,8,ENCA,central,,A,49,130,114,1.22,1.1690,1.0310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,O,9,SODO,central,,A,50,152,167,1.595,1.9980,1.7982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,P,1,STPU,central,IRV,A,37,69,66,0.675,0.3578,0.2383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,P,2,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,P,3,STPU,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,P,4,BEEM,south,,A,10,6,4,0.05,0.0020,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,P,5,BEEM,south,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,P,6,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,P,7,HEWH,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,P,8,BRCA,central,,A,50,41,36,0.385,0.1164,0.1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,P,9,SAAP,central,,A,53,115,50,0.825,0.5345,0.5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,Q,1,STPU,central,SD,A,58,65,70,0.675,0.3578,0.3736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,Q,2,STPU,central,SB,A,14,22,25,0.235,0.0434,0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,Q,3,AGSH,south,,A,12,14,8,0.11,0.0095,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,Q,4,LYCA,south,,A,36,70,42,0.56,0.2463,0.1596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,Q,5,EUMI,south,,A,28,55,55,0.55,0.2376,0.1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,Q,6,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,Q,7,AGSH,south,,A,25,25,25,0.25,0.0491,0.0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,Q,8,LYCA,south,,A,49,150,90,1.2,1.1309,0.9975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,Q,9,SAAP,central,,A,62,135,94,1.145,1.0296,1.1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,R,1,RHIN,central,,A,40,73,66,0.695,0.3794,0.2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,R,2,LEGI,central,,A,61,92,90,0.91,0.6504,0.7141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,R,3,ARCA,central,,A,85,150,115,1.325,1.3788,2.1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,R,4,ATLE,central,,A,39,33,16,0.245,0.0471,0.0331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,R,5,GRCA,central,,A,40,97,76,0.865,0.5876,0.4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,R,6,STPU,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,R,7,ATLE,central,,A,113,115,85,1,0.7854,1.5975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,R,8,ISME,central,,A,80,160,120,1.4,1.5393,2.2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,R,9,ISME,central,,A,97,122,167,1.445,1.6399,2.8632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,S,1,BAPI,central,,A,82,95,96,0.955,0.7163,1.0572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,S,2,BOBA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,S,3,STPU,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,S,4,STPU,central,,A,20,25,11,0.18,0.0254,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,S,5,SPAM,south,,A,113,120,90,1.05,0.8659,1.7612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,S,6,SPAM,south,,A,77,180,117,1.485,1.7319,2.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,S,7,LECO,central,,A,70,127,65,0.96,0.7238,0.9120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,S,8,LECO,central,,A,80,65,34,0.495,0.1924,0.2771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,mulch,G,S,9,BAPI,central,,A,110,99,84,0.915,0.6575,1.3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,A,1,BAPI,central,,A,80,59,52,0.555,0.2419,0.3484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,A,2,LYCA,south,,A,22,63,46,0.545,0.2333,0.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,A,3,GRCA,central,,A,7,15,8,0.115,0.0104,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,A,4,AGSH,south,,A,31,29,29,0.29,0.0661,0.0369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,A,5,LECO,central,,A,71,92,61,0.765,0.4596,0.5874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,A,6,ARCA,central,,A,87,130,130,1.3,1.3273,2.0785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,A,7,EUMI,south,,A,18,6,4,0.05,0.0020,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,A,8,LYCA,south,,A,31,35,20,0.275,0.0594,0.0331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,A,9,BAPI,central,,A,129,94,90,0.92,0.6647,1.5435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,B,1,PEAR,south,,A,116,84,82,0.83,0.5410,1.1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,B,2,PEAR,south,,A,50,53,53,0.53,0.2206,0.1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,B,3,GRCA,central,,A,78,18,15,0.165,0.0214,0.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,B,4,LEGI,central,,A,30,46,36,0.41,0.1320,0.0713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,B,5,LECO,central,,A,118,133,116,1.245,1.2174,2.5857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,B,6,LECO,central,,A,91,87,72,0.795,0.4964,0.8131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,B,7,BRCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,B,8,SAAP,central,,A,27,36,32,0.34,0.0908,0.0441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,B,9,ISME,central,,A,96,164,197,1.805,2.5588,4.4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,C,1,SPAM,south,,A,129,161,133,1.47,1.6971,3.9407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,C,2,SPAM,south,,A,21,137,136,1.365,1.4633,0.5531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,C,3,BOBA,central,,A,120,100,83,0.915,0.6575,1.4203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,C,4,ENCA,central,,A,74,214,148,1.81,2.5730,3.4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,C,5,ENCA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,C,6,BRCA,central,,A,74,90,36,0.63,0.3117,0.4152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,C,7,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,C,8,SAAP,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,C,9,ISME,central,,A,99,162,148,1.55,1.8869,3.3624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,D,1,EUMI,south,,A,27,27,6,0.165,0.0214,0.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,D,2,HEWH,central,,A,14,19,17,0.18,0.0254,0.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,D,3,BRCA,central,,A,96,77,90,0.835,0.5476,0.9462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,D,4,BAPI,central,,A,117,77,85,0.81,0.5153,1.0852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,D,5,LYCA,south,,A,14,29,15,0.22,0.0380,0.0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,D,6,AGSH,south,,A,12,13,14,0.135,0.0143,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,D,7,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,D,8,ACGL,central,,A,120,152,149,1.505,1.7789,3.8424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,D,9,ACGL,central,,A,71,72,67,0.695,0.3794,0.4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,E,1,ISME,central,,A,110,175,128,1.515,1.8026,3.5692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,E,2,ISME,central,,A,110,120,160,1.4,1.5393,3.0479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,E,3,AGSH,south,,A,20,20,20,0.2,0.0314,0.0113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,E,4,STPU,central,,A,35,61,57,0.59,0.2734,0.1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,E,5,BEEM,south,,A,15,3,2,0.025,0.0005,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,E,6,BEEM,south,,A,27,13,5,0.09,0.0064,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,E,7,BOBA,central,,A,88,76,58,0.67,0.3526,0.5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,E,8,ACGL,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,E,9,ISME,central,,A,120,215,190,2.025,3.2205,6.9563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,F,1,LECO,central,,A,74,43,75,0.59,0.2734,0.3642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,F,2,ARCA,central,,A,82,157,90,1.235,1.1979,1.7681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,F,3,STPU,central,,A,38,33,31,0.32,0.0804,0.0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,F,4,STPU,central,,A,15,11,15,0.13,0.0133,0.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,F,5,AMFR,south,,A,58,36,23,0.295,0.0683,0.0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,F,6,SODO,central,,A,79,130,124,1.27,1.2667,1.8013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,F,7,AGSH,south,,A,16,19,21,0.2,0.0314,0.0090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,F,8,LYCA,south,,A,31,42,25,0.335,0.0881,0.0492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,F,9,LEGI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,G,1,LECO,central,,A,56,85,68,0.765,0.4596,0.4633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,G,2,LECO,central,,A,78,70,55,0.625,0.3068,0.4307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,G,3,BOBA,central,,A,60,61,80,0.705,0.3904,0.4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,G,4,PEAR,south,,A,48,64,20,0.42,0.1385,0.1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,G,5,SAAP,central,,A,69,64,57,0.605,0.2875,0.3570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,G,6,SODO,central,,A,74,95,52,0.735,0.4243,0.5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,G,7,BAPI,central,,A,89,72,75,0.735,0.4243,0.6797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,G,8,EUMI,south,,A,24,26,21,0.235,0.0434,0.0187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,G,9,BRCA,central,,A,76,93,99,0.96,0.7238,0.9902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,H,1,ERFA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,H,2,EMPTY,,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,H,3,BAPI,central,,A,123,91,89,0.9,0.6362,1.4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,H,4,PEAR,south,,A,65,70,73,0.715,0.4015,0.4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,H,5,CAMA,central,,A,37,68,55,0.615,0.2970,0.1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,H,6,EPCA,central,SD,A,64,66,66,0.66,0.3421,0.3941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,H,7,EPCA,central,SD,A,70,69,57,0.63,0.3117,0.3928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,H,8,ERFA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,H,9,ERFA,central,,A,46,90,89,0.895,0.6291,0.5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,I,1,ERFA,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,I,2,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,I,3,COFI,central,,D,,,,0,0.0000,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,I,4,BEEM,south,,A,20,9,8,0.085,0.0057,0.0020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,I,5,BEEM,south,,A,8,18,3,0.105,0.0087,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,I,6,ARCA,central,,A,62,65,56,0.605,0.2875,0.3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,B. De Lira & Z.Pacer,tarp,H,I,7,STPU,central,SD,A,30,62,65,0.635,0.3167,0.1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
